Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Bespoke_Brochure/add to cart/Page_SpotLight  Bespoke BROCHURE/div_Page18_SliderContent__Slid""))",Chrome 71.0.3578.98,,2019-01-24 14:40:33,2019-01-24 14:40:34,0.544s,FAILED
,,,,,,
Test Cases/spolight/Shutter-Pro Panels/view content/content,Chrome 71.0.3578.98,,2019-01-24 14:40:34,2019-01-24 14:40:38,4.799s,PASSED
"click(findTestObject(""manageSettings/Page_SpotLight  Shutter/a_See More""))",Chrome 71.0.3578.98,,2019-01-24 14:40:34,2019-01-24 14:40:34,0.106s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 14:40:34,2019-01-24 14:40:35,1.001s,PASSED
"click(findTestObject(""manageSettings/Page_SpotLight  Shutter/img_Audi a5 2018_NavItemStyled""))",Chrome 71.0.3578.98,,2019-01-24 14:40:35,2019-01-24 14:40:35,0.167s,PASSED
"click(findTestObject(""manageSettings/Page_SpotLight  Shutter/viewImage""))",Chrome 71.0.3578.98,,2019-01-24 14:40:35,2019-01-24 14:40:36,0.776s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 14:40:36,2019-01-24 14:40:37,1.003s,PASSED
title = getWindowIndex(),Chrome 71.0.3578.98,,2019-01-24 14:40:37,2019-01-24 14:40:37,0.026s,PASSED
switchToWindowIndex(1),Chrome 71.0.3578.98,,2019-01-24 14:40:37,2019-01-24 14:40:37,0.022s,PASSED
"takeScreenshot(""C:\screenshots\test.png"")",Chrome 71.0.3578.98,,2019-01-24 14:40:37,2019-01-24 14:40:38,1.506s,PASSED
closeWindowIndex(1),Chrome 71.0.3578.98,,2019-01-24 14:40:38,2019-01-24 14:40:38,0.033s,PASSED
