Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
video,Chrome 71.0.3578.98,,2019-01-24 14:40:18,2019-01-24 14:40:39,21.025s,FAILED
,,,,,,
Test Cases/spolight/logging in/login,Chrome 71.0.3578.98,,2019-01-24 14:40:18,2019-01-24 14:40:25,7.300s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-24 14:40:18,2019-01-24 14:40:21,2.974s,PASSED
"navigateToUrl(""https://spotlightsuite.com/auth/login"")",Chrome 71.0.3578.98,,2019-01-24 14:40:21,2019-01-24 14:40:23,1.805s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-24 14:40:23,2019-01-24 14:40:24,1.145s,PASSED
waitForPageLoad(0),Chrome 71.0.3578.98,,2019-01-24 14:40:24,2019-01-24 14:40:24,0.057s,PASSED
"click(findTestObject(""Page_SpotLight  Login/input_Email_undefined-Email-un""))",Chrome 71.0.3578.98,,2019-01-24 14:40:24,2019-01-24 14:40:25,0.109s,PASSED
"sendKeys(findTestObject(""Page_SpotLight  Login/input_Email_undefined-Email-un""), findTestData(""login spotlight"").getValue(1, 1))",Chrome 71.0.3578.98,,2019-01-24 14:40:25,2019-01-24 14:40:25,0.669s,PASSED
"click(findTestObject(""Page_SpotLight  Login/input_Password_undefined-Passw""))",Chrome 71.0.3578.98,,2019-01-24 14:40:25,2019-01-24 14:40:25,0.070s,PASSED
"sendKeys(findTestObject(""Page_SpotLight  Login/input_Password_undefined-Passw""), findTestData(""login spotlight"").getValue(2, 1))",Chrome 71.0.3578.98,,2019-01-24 14:40:25,2019-01-24 14:40:25,0.141s,PASSED
"click(findTestObject(""Page_SpotLight  Login/input_Forgot my password_Butto""))",Chrome 71.0.3578.98,,2019-01-24 14:40:25,2019-01-24 14:40:25,0.075s,PASSED
,,,,,,
Test Cases/spolight/service choice/zlcc stage,Chrome 71.0.3578.98,,2019-01-24 14:40:25,2019-01-24 14:40:27,1.950s,PASSED
"click(findTestObject(""Page_SpotLight  Login/button_ZLCC Stage""))",Chrome 71.0.3578.98,,2019-01-24 14:40:26,2019-01-24 14:40:26,0.626s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 14:40:26,2019-01-24 14:40:27,1.030s,PASSED
"click(findTestObject(""Services/li_ZLCC Stage""))",Chrome 71.0.3578.98,,2019-01-24 14:40:27,2019-01-24 14:40:27,0.099s,PASSED
"click(findTestObject(""Page_SpotLight  Login/input_ZLCC Stage_Button__Super""))",Chrome 71.0.3578.98,,2019-01-24 14:40:27,2019-01-24 14:40:27,0.083s,PASSED
,,,,,,
Test Cases/spolight/Select Your Application/Bespoke - Video,Chrome 71.0.3578.98,,2019-01-24 14:40:27,2019-01-24 14:40:31,3.088s,PASSED
"click(findTestObject(""pick your apps/Page_SpotLight  Select App - bespoke video/a""))",Chrome 71.0.3578.98,,2019-01-24 14:40:28,2019-01-24 14:40:29,1.794s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 14:40:29,2019-01-24 14:40:30,1.004s,PASSED
"click(findTestObject(""pick your apps/Page_SpotLight  Select App - bespoke video/button_Open Application""))",Chrome 71.0.3578.98,,2019-01-24 14:40:30,2019-01-24 14:40:31,0.134s,PASSED
,,,,,,
Test Cases/spolight/cars/Aventador,Chrome 71.0.3578.98,,2019-01-24 14:40:31,2019-01-24 14:40:31,0.284s,PASSED
"click(findTestObject(""Page_SpotLight  Select Car/div_Aventador""))",Chrome 71.0.3578.98,,2019-01-24 14:40:31,2019-01-24 14:40:31,0.172s,PASSED
,,,,,,
Test Cases/spolight/Bespoke Video Panels/Single Render/render,Chrome 71.0.3578.98,,2019-01-24 14:40:31,2019-01-24 14:40:34,2.746s,FAILED
"click(findTestObject(""Bespoke Video/Single Render/Page_SpotLight  Bespoke Video/a_Single Render""))",Chrome 71.0.3578.98,,2019-01-24 14:40:31,2019-01-24 14:40:31,0.077s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-24 14:40:31,2019-01-24 14:40:33,2.002s,PASSED
