Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"delay(5, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-03 14:41:31,2019-01-03 14:41:36,5.002s,PASSED
,,,,,,
Test Cases/spolight/E-tron/Animations/Headlights,Chrome 71.0.3578.98,,2019-01-03 14:41:36,2019-01-03 14:41:41,5.342s,PASSED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/img_Multi Shot_ZlUiIconButton_""))",Chrome 71.0.3578.98,,2019-01-03 14:41:36,2019-01-03 14:41:36,0.084s,PASSED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/p_Headlights""))",Chrome 71.0.3578.98,,2019-01-03 14:41:36,2019-01-03 14:41:36,0.084s,PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-03 14:41:36,2019-01-03 14:41:41,5.002s,PASSED
,,,,,,
Test Cases/spolight/E-tron/Animations/InteriorLights,Chrome 71.0.3578.98,,2019-01-03 14:41:41,2019-01-03 14:41:46,5.363s,PASSED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/img_Multi Shot_ZlUiIconButton_""))",Chrome 71.0.3578.98,,2019-01-03 14:41:41,2019-01-03 14:41:41,0.092s,PASSED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/p_InteriorLights""))",Chrome 71.0.3578.98,,2019-01-03 14:41:41,2019-01-03 14:41:41,0.091s,PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 71.0.3578.98,,2019-01-03 14:41:41,2019-01-03 14:41:46,5.001s,PASSED
,,,,,,
Test Cases/spolight/E-tron/Animations/MainLights,Chrome 71.0.3578.98,,2019-01-03 14:41:47,2019-01-03 14:41:48,1.230s,FAILED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/img_Multi Shot_ZlUiIconButton_""))",Chrome 71.0.3578.98,,2019-01-03 14:41:47,2019-01-03 14:41:47,0.089s,PASSED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/p_MainLights""))",Chrome 71.0.3578.98,,2019-01-03 14:41:47,2019-01-03 14:41:48,0.984s,FAILED
,,,,,,
Test Cases/spolight/E-tron/Animations/NightLights,Chrome 71.0.3578.98,,2019-01-03 14:41:48,2019-01-03 14:41:48,0.705s,FAILED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/img_Multi Shot_ZlUiIconButton_""))",Chrome 71.0.3578.98,,2019-01-03 14:41:48,2019-01-03 14:41:48,0.572s,FAILED
,,,,,,
Test Cases/spolight/E-tron/Animations/SoundSystem,Chrome 71.0.3578.98,,2019-01-03 14:41:48,2019-01-03 14:41:49,0.712s,FAILED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/img_Multi Shot_ZlUiIconButton_""))",Chrome 71.0.3578.98,,2019-01-03 14:41:49,2019-01-03 14:41:49,0.580s,FAILED
,,,,,,
Test Cases/spolight/E-tron/Animations/Trunk,Chrome 71.0.3578.98,,2019-01-03 14:41:49,2019-01-03 14:41:50,0.697s,FAILED
"click(findTestObject(""E-tron/Animations/Page_SpotLight  Shutter/img_Multi Shot_ZlUiIconButton_""))",Chrome 71.0.3578.98,,2019-01-03 14:41:49,2019-01-03 14:41:50,0.561s,FAILED
