Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""pick your apps/Page_SpotLight  Select App - bespoke video/button_Open Application""))",Chrome 71.0.3578.98,,2019-01-24 15:57:16,2019-01-24 15:57:16,0.141s,PASSED
,,,,,,
Test Cases/spolight/cars/Urus,Chrome 71.0.3578.98,,2019-01-24 15:57:16,2019-01-24 15:57:37,20.293s,PASSED
"click(findTestObject(""Page_SpotLight  Select Car/div_Urus""))",Chrome 71.0.3578.98,,2019-01-24 15:57:16,2019-01-24 15:57:17,0.164s,PASSED
delay(20),Chrome 71.0.3578.98,,2019-01-24 15:57:17,2019-01-24 15:57:37,20.002s,PASSED
,,,,,,
Test Cases/spolight/Bespoke Video Panels/Single Render/render,Chrome 71.0.3578.98,,2019-01-24 15:57:37,2019-01-24 15:57:37,0.382s,PASSED
"waitForElementClickable(findTestObject(""Bespoke Video/Single Render/Page_SpotLight  Bespoke Video/a_Single Render""), 0)",Chrome 71.0.3578.98,,2019-01-24 15:57:37,2019-01-24 15:57:37,0.079s,PASSED
"click(findTestObject(""Bespoke Video/Single Render/Page_SpotLight  Bespoke Video/a_Single Render""))",Chrome 71.0.3578.98,,2019-01-24 15:57:37,2019-01-24 15:57:37,0.082s,PASSED
,,,,,,
Test Cases/spolight/Bespoke Video Panels/view content/content,Chrome 71.0.3578.98,,2019-01-24 15:57:37,2019-01-24 15:59:11,1m - 34.257s,PASSED
delay(90),Chrome 71.0.3578.98,,2019-01-24 15:57:37,2019-01-24 15:59:07,1m - 30.000s,PASSED
"waitForElementClickable(findTestObject(""manageSettings/Page_SpotLight  Shutter/li_Bespoke VideoSingle Render0""), 0)",Chrome 71.0.3578.98,,2019-01-24 15:59:07,2019-01-24 15:59:07,0.068s,PASSED
"click(findTestObject(""manageSettings/Page_SpotLight  Shutter/li_Bespoke VideoSingle Render0""))",Chrome 71.0.3578.98,,2019-01-24 15:59:07,2019-01-24 15:59:07,0.135s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 15:59:07,2019-01-24 15:59:08,1.002s,PASSED
"click(findTestObject(""manageSettings/Page_SpotLight  Shutter/viewImage""))",Chrome 71.0.3578.98,,2019-01-24 15:59:08,2019-01-24 15:59:09,0.188s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 15:59:09,2019-01-24 15:59:10,1.001s,PASSED
title = getWindowIndex(),Chrome 71.0.3578.98,,2019-01-24 15:59:10,2019-01-24 15:59:10,0.021s,PASSED
switchToWindowIndex(1),Chrome 71.0.3578.98,,2019-01-24 15:59:10,2019-01-24 15:59:10,0.024s,PASSED
"takeScreenshot(""C:\screenshots\test.png"")",Chrome 71.0.3578.98,,2019-01-24 15:59:10,2019-01-24 15:59:11,1.585s,PASSED
closeWindowIndex(1),Chrome 71.0.3578.98,,2019-01-24 15:59:11,2019-01-24 15:59:11,0.029s,PASSED
