Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
brochure,Chrome 71.0.3578.98,,2019-01-24 15:46:18,2019-01-24 15:47:08,50.255s,PASSED
,,,,,,
Test Cases/spolight/logging in/login,Chrome 71.0.3578.98,,2019-01-24 15:46:18,2019-01-24 15:46:25,6.911s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2019-01-24 15:46:18,2019-01-24 15:46:21,2.927s,PASSED
"navigateToUrl(""https://spotlightsuite.com/auth/login"")",Chrome 71.0.3578.98,,2019-01-24 15:46:21,2019-01-24 15:46:22,1.342s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2019-01-24 15:46:22,2019-01-24 15:46:24,1.138s,PASSED
waitForPageLoad(0),Chrome 71.0.3578.98,,2019-01-24 15:46:24,2019-01-24 15:46:24,0.047s,PASSED
"click(findTestObject(""Page_SpotLight  Login/input_Email_undefined-Email-un""))",Chrome 71.0.3578.98,,2019-01-24 15:46:24,2019-01-24 15:46:24,0.109s,PASSED
"sendKeys(findTestObject(""Page_SpotLight  Login/input_Email_undefined-Email-un""), findTestData(""login spotlight"").getValue(1, 1))",Chrome 71.0.3578.98,,2019-01-24 15:46:24,2019-01-24 15:46:24,0.753s,PASSED
"click(findTestObject(""Page_SpotLight  Login/input_Password_undefined-Passw""))",Chrome 71.0.3578.98,,2019-01-24 15:46:24,2019-01-24 15:46:25,0.088s,PASSED
"sendKeys(findTestObject(""Page_SpotLight  Login/input_Password_undefined-Passw""), findTestData(""login spotlight"").getValue(2, 1))",Chrome 71.0.3578.98,,2019-01-24 15:46:25,2019-01-24 15:46:25,0.165s,PASSED
"click(findTestObject(""Page_SpotLight  Login/input_Forgot my password_Butto""))",Chrome 71.0.3578.98,,2019-01-24 15:46:25,2019-01-24 15:46:25,0.106s,PASSED
,,,,,,
Test Cases/spolight/service choice/zlcc stage,Chrome 71.0.3578.98,,2019-01-24 15:46:25,2019-01-24 15:46:27,1.966s,PASSED
"click(findTestObject(""Page_SpotLight  Login/button_ZLCC Stage""))",Chrome 71.0.3578.98,,2019-01-24 15:46:25,2019-01-24 15:46:26,0.617s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 15:46:26,2019-01-24 15:46:27,1.031s,PASSED
"click(findTestObject(""Services/li_ZLCC Stage""))",Chrome 71.0.3578.98,,2019-01-24 15:46:27,2019-01-24 15:46:27,0.090s,PASSED
"click(findTestObject(""Page_SpotLight  Login/input_ZLCC Stage_Button__Super""))",Chrome 71.0.3578.98,,2019-01-24 15:46:27,2019-01-24 15:46:27,0.120s,PASSED
,,,,,,
Test Cases/spolight/Select Your Application/Bespoke - Brochure,Chrome 71.0.3578.98,,2019-01-24 15:46:27,2019-01-24 15:46:29,2.567s,PASSED
"click(findTestObject(""pick your apps/Page_SpotLight  Select App - bespoke borchure/a""))",Chrome 71.0.3578.98,,2019-01-24 15:46:27,2019-01-24 15:46:28,1.262s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 15:46:28,2019-01-24 15:46:29,1.004s,PASSED
"click(findTestObject(""pick your apps/Page_SpotLight  Select App - bespoke borchure/button_Open Application""))",Chrome 71.0.3578.98,,2019-01-24 15:46:29,2019-01-24 15:46:29,0.169s,PASSED
,,,,,,
Test Cases/spolight/cars/Urus,Chrome 71.0.3578.98,,2019-01-24 15:46:29,2019-01-24 15:46:30,0.389s,PASSED
"click(findTestObject(""Page_SpotLight  Select Car/div_Urus""))",Chrome 71.0.3578.98,,2019-01-24 15:46:29,2019-01-24 15:46:30,0.260s,PASSED
,,,,,,
Test Cases/spolight/Bespoke Brochure Panels/Add to cart/add to Cart,Chrome 71.0.3578.98,,2019-01-24 15:46:30,2019-01-24 15:46:30,0.259s,PASSED
"waitForElementClickable(findTestObject(""Bespoke_Brochure/add to cart/Page_SpotLight  Bespoke BROCHURE/a_Add to cart""), 0)",Chrome 71.0.3578.98,,2019-01-24 15:46:30,2019-01-24 15:46:30,0.046s,PASSED
"click(findTestObject(""Bespoke_Brochure/add to cart/Page_SpotLight  Bespoke BROCHURE/a_Add to cart""))",Chrome 71.0.3578.98,,2019-01-24 15:46:30,2019-01-24 15:46:30,0.089s,PASSED
,,,,,,
Test Cases/spolight/Bespoke Brochure Panels/Add to cart/Shopping cart,Chrome 71.0.3578.98,,2019-01-24 15:46:30,2019-01-24 15:46:32,2.420s,PASSED
"waitForElementClickable(findTestObject(""Bespoke Video/shopping cart/Page_SpotLight  Bespoke Video/a_2""), 0)",Chrome 71.0.3578.98,,2019-01-24 15:46:30,2019-01-24 15:46:30,0.049s,PASSED
"click(findTestObject(""Bespoke Video/shopping cart/Page_SpotLight  Bespoke Video/a_2""))",Chrome 71.0.3578.98,,2019-01-24 15:46:30,2019-01-24 15:46:30,0.109s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-01-24 15:46:30,2019-01-24 15:46:32,2.002s,PASSED
"click(findTestObject(""Bespoke Video/shopping cart/Page_SpotLight  Bespoke Video/button_Confirm""))",Chrome 71.0.3578.98,,2019-01-24 15:46:32,2019-01-24 15:46:32,0.127s,PASSED
,,,,,,
Test Cases/spolight/Bespoke Brochure Panels/view content/content,Chrome 71.0.3578.98,,2019-01-24 15:46:32,2019-01-24 15:47:07,34.875s,PASSED
delay(30),Chrome 71.0.3578.98,,2019-01-24 15:46:33,2019-01-24 15:47:03,30.002s,PASSED
"waitForElementClickable(findTestObject(""manageSettings/Page_SpotLight  Shutter/li_Bespoke BROCHURE96 DPI Docu""), 0)",Chrome 71.0.3578.98,,2019-01-24 15:47:03,2019-01-24 15:47:03,0.068s,PASSED
"click(findTestObject(""manageSettings/Page_SpotLight  Shutter/li_Bespoke BROCHURE96 DPI Docu""))",Chrome 71.0.3578.98,,2019-01-24 15:47:03,2019-01-24 15:47:03,0.141s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 15:47:03,2019-01-24 15:47:04,1.002s,PASSED
"click(findTestObject(""manageSettings/Page_SpotLight  Shutter/viewImage""))",Chrome 71.0.3578.98,,2019-01-24 15:47:04,2019-01-24 15:47:04,0.165s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-24 15:47:04,2019-01-24 15:47:05,1.002s,PASSED
title = getWindowIndex(),Chrome 71.0.3578.98,,2019-01-24 15:47:05,2019-01-24 15:47:05,0.165s,PASSED
switchToWindowIndex(1),Chrome 71.0.3578.98,,2019-01-24 15:47:05,2019-01-24 15:47:05,0.015s,PASSED
"takeScreenshot(""C:\screenshots\test.png"")",Chrome 71.0.3578.98,,2019-01-24 15:47:05,2019-01-24 15:47:07,2.118s,PASSED
closeWindowIndex(1),Chrome 71.0.3578.98,,2019-01-24 15:47:07,2019-01-24 15:47:07,0.033s,PASSED
